reviews.text,reviews.rating,review_length,sentiment_polarity,exclamation_count,uppercase_word_count,user_review_count,sentiment_rating_mismatch,anomaly_score,is_anomaly
At first I thought this would be just a small laptop style speaker set. WOW was I surprised. This has great power and has FM too. Bluetooth is great!!! For the money this product is a great deal!!! I am pleased!!!,5.0,41,0.3875,9,5,1,0.30625,-0.014867316900118221,-1
"There aren't many computer speaker systems on the market, as far as I know, where blue tooth technology, an FM radio, USB/Micro SD slots and RCA audio input jacks are incorporated right into the sub-woofer allowing you to play music almost anywhere without any other additional equipment or necessary hook ups. With this being said, these were features that attracted me to purchase the BT-210F model.I have never heard of Boytone before. It seems like a relatively new brand and there are not many reviews out there regarding the products that they are currently selling. My purchase was made with some trepidation.Overall, the unit is really nice looking. The pictures shown for the product give the impression that this set up is much bigger than it really is. The only thing that is big would be the sound. This unit can get pretty loud, especially with the sub-woofer.I would have given this review five stars if not, for what some people will find, quite annoying. Surprisingly, no one else who has already purchased this model has even mentioned what I am about to describe.......Each SOURCE volume for AUX, DVD, USB/SD, FM, BL (Bluetooth) has a preset volume. When you first turn the unit on and scroll to AUX, the volume is preset at AU18. When you scroll to DVD, the preset volume is DU18 and so on.Now I am not sure why Boytone decided to design the unit to perform like this but it is somewhat of an inconvenience.Example scenario. If you are on AUX first, the master volume defaults at AU18. That is a pretty high setting for starts, especially if you do not first adjust the volume of the computer or other device you are using the speakers for prior to powering up the sub-woofer.Read more",,298,0.06523593073593074,0,19,2,,-0.058217584161382785,-1
"I should have known by the price this was too good to be true. Although the sound is pretty good for the price there is a MAJOR flaw that I simply cannot live with. One reviewer talked about this and I should have taken his review more seriously. Simply put, this speaker system does not remember what volume setting OR treble and bass settings you put it in EVERY TIME YOU SWITCH SOURCES. That means if you switch from Bluetooth to the input for example, the volume goes up to a default high volume and all the treble and bass settings have to be programmed AGAIN! You have to be kidding me! Add to that when I try to change one thing on the remote it does another. Clearly cheap infrared processor can't distinguish one infrared code from another at times.Unless you don't plan on using this with multiple sources then stay away. Sorry but this is one heck of a problem which clearly shows this company does not put enough resources in development and user experience.Back in the box to UPS!",2.0,182,0.15046650717703347,3,13,2,0.1752332535885167,-0.0007969394992701773,-1
I REALLY LIKE THE PRODUCT FOR THE PRICE BUT AS I READ IN OTHER REVIEWS THIS ITEM DO NEED A BETTER INSTRUCTION MANUAL!!!!,4.0,23,0.19166666666666665,4,23,1,0.20416666666666672,-0.01837576239122196,-1
"There aren't many computer speaker systems on the market, as far as I know, where blue tooth technology, an FM radio, USB/Micro SD slots and RCA audio input jacks are incorporated right into the sub-woofer allowing you to play music almost anywhere without any other additional equipment or necessary hook ups. With this being said, these were features that attracted me to purchase the BT-210F model.I have never heard of Boytone before. It seems like a relatively new brand and there are not many reviews out there regarding the products that they are currently selling. My purchase was made with some trepidation.Overall, the unit is really nice looking. The pictures shown for the product give the impression that this set up is much bigger than it really is. The only thing that is big would be the sound. This unit can get pretty loud, especially with the sub-woofer.I would have given this review five stars if not, for what some people will find, quite annoying. Surprisingly, no one else who has already purchased this model has even mentioned what I am about to describe.......Each SOURCE volume for AUX, DVD, USB/SD, FM, BL (Bluetooth) has a preset volume. When you first turn the unit on and scroll to AUX, the volume is preset at AU18. When you scroll to DVD, the preset volume is DU18 and so on.Now I am not sure why Boytone decided to design the unit to perform like this but it is somewhat of an inconvenience.Example scenario. If you are on AUX first, the master volume defaults at AU18. That is a pretty high setting for starts, especially if you do not first adjust the volume of the computer or other device you are using the speakers for prior to powering up the sub-woofer.Read more",3.0,298,0.06523593073593074,0,19,2,0.06738203463203463,-0.0529672769895666,-1
"Beware that this mount will NOT fit the Sony XBR75x850c without some customization that you will have to learn on the fly. It is not in the instructions or on the Sanus website. I probably wouldn't have bought this mount for this TV if I knew of the problem ahead of time. I only came to the realizations discussed below after spending several hours trouble shooting the situation, by which time I had nicked the mount up a bit and felt I couldn't return it.The problem is that the two bracket bars that you mount on the TV sit flush so you assume you do not need to use any of the provided spacers. However, once you mount the TV onto the wall unit and try and put the click cap on the lower cross bar (part number 22), you'll see that this lower cross bar goes so far that it hits raised edges on either side of the back panel of the TV. This is slight, but prevents the lower bar from fully seating into the receivers of the vertical brackets. This prevents the click cap from fitting properly and you won't be able to screw it together. The click cap is a critical component because it holds the bottom of the TV into place on the mount, which is very important when you are tilting the TV.There are two possible solutions. One is to install a spacer between the bracket bar and TV when you start off. Two problems here, one is that it will now be 1/2 less flush, and the other is that there does not seem to be a medium length screw provided that will fit the small spacer yet not penetrate too far into the TV. There is a short screw, fine for when not using any spacer, and a long screw that looks too long to use with the small spacer with this Sony TV (which appears to have a shallow screw receiver. Sorry that I can't tell you if it is since I went directly to solution number two: cut a few inches off the end of each side of the lower horizontal bar to prevent it from running over into the raised area of the back of the TV. This appears fine to me because this lower bar just appears to provide stability. The top bar and wall unit hold the weight. Basically you are cutting the lower horizontal bar short of where the back of the TV sticks out again. Not elegant, I suppose, but it works and keeps it more flush to the wall. You'll see what I mean if you have to go through this exercise.I'm fine with other aspects of the mount. We mounted dead center on the wall so didn't have to worry about the tilt issues that other people mention, but I could see where that could be a problem since the mount has some play. You'd probably have to pay a lot more for a stiffer mount (!).The people at Sanus were very helpful dealing with other questions I had. And I have been happy with two other mounts I bought form them for other TVs. I tried to explain all the above to them but was unsuccessful because its hard to do unless you are looking at it together.",3.0,556,0.036522435897435916,1,25,1,0.08173878205128204,-0.11851810648488581,-1
"Purchased this product to mount my new Panasonic 65 plasma TV - model TCP65GT50. Wanted a fully articulating mount so I could move it easily to adjust viewing angle as well as access connections on back of the TV, and also wanted a slim profile so it would sit as close to the wall as possible when fully retracted. This mount does all of these things well. I was originally looking at the VLF311 which appeared very similar to the VLF410 except the VLF311 only accomodates TVs up to 65 and costs less, so I emailed Sanus asking about the difference and one of the reps immediately replied and asked that I call him so he could explain. He told me that the VLF410 is the 'second generation' of the VLF311 and offers improved balancing of large TVs. This made sense because I did recall seeing a few customer reviews of the VLF311 saying that their TVs wouldn't hang perfectly level. Of course, this begs the question of why they are still selling the VLF311 when they have admitted it needed to be updated. Anyway, I needed to mount my TV centered between two windows, but the two 16 studs I had to use were exactly four inches off center of where the mount neeeded to be hung. Since the VLF411 has multiple pre-drilled slots which are designed to accomodate studs between 14 and 22 apart, I was able to use two unmatching slots to compensate for three of those four inches but this still left me with the mount being one inch off-center between my two windows. To get that last inch, I hung the TV on the mount and then simply slid the TV one inch to the left so it was hanging one inch off-center of the mount, but perfectly centered between my two windows. Problem solved No, the 86 lb. TV would ever-so-slightly tilt to the left since it was hanging off-center. So much for 2nd generation improvement of the mount! It still has very little tolerance for TVs not hanging perfectly centered. Undeterred, and deciding that the TV was hanging about 6 lower than where I really wanted it, I started over and installed the mount 6 higher and INTENTIONALLY a bit off-level to the right, so when I reinstalled the TV one inch to the left of center on the mount, it hung perfectly. Bottom line -- the multiple pre-drilled mounting slots give you some flexibility to accomodate 'off-center' studs, but if you need more than 3 or 4 inches of wiggle room then be prepared to take more creative action.",5.0,437,0.20903460278460279,1,30,1,0.3954826986076986,-0.10900018245881005,-1
"Ok this is for those on the fence about buying a cheaper mount or a Sanus. I have bought about 5 mounts from Amazon and they all have been the 39 or 49 mounts. They have all worked fine but i have a heavy 55 plasma and wanted an articulating mount. I would not tract any of this amounts to do anything but just hang the TV.I bit the bullet and ordered the Sanus. 1st impression is WOW!!! This bracket weighs 25lbs. Yes, 25LBS. Almost as much as some TV'S. The cheaper mounts barely register on the scale. You immediately notice the heft and quality of this piece. It moves fluidly and it is all finished nicely. Everything is well though out and all edges are finished. Bolts all have covers and it has ZERO cheap feel to it.I was in the camp of why pay more but with TV's climbing in prices again there is no way after side by side comparison you would buy the cheaper one. Order both and when you pick up the Sanus box without even opening it you will be blown away. I will update when used for a while but unless things go bad fast I can't see tho snot being a huge jump in quality. I live in CA and always feared a tv coming off the wall but I feel 100 confident this will be up there no matter what.",5.0,239,0.2068686868686869,3,12,1,0.39656565656565657,-0.01858004251312273,-1
"This so called slim mount does not allow shifting left/right unless fully extended....defeating the purpose of a slim mount in most installations. If you slide the TV on the mounting bar, the bar will tilt or bend and the TV will be tilted toward the heavier side of the bar. This contradicts the information advertised on their webpage, although they have clarified the description somewhat here on amazon. The only way to shift it is to fully extend it from the wall, then the wall arms themselves can shift a few inches on the wall plate. If you are able to install the mount centered between two studs, then perhaps you have no need to shift the TV while in the slim position. My studs were only 3 off center of my wall, yet my TV is lopsided when I move it a few inches to the center. From everything Sanus described about this mount at the time, I understood the TV could be shifted while in any position. Not even close! I need the TV to be close to the wall due to some near side seating. Because of this mount's limitations, we can't view the TV from those sides (the Mount os too far from the wall) and have the TV centered at the same time. I could have purchased a much less expensive slim mount that would have had less limitations than this one. This mount did not fit the bill.",1.0,244,-0.034895833333333334,1,12,1,0.2825520833333333,-0.00152918422515258,-1
"I installed this for use with a Sony KDL40HX800, a model about 3 years old and weighing less than 40 pounds. This mount is what is found when using the Sanus website Mountfinder for this model. Most of the one star detraction is my fault, but I'll let Sanus share the star because this mount doesn't really have the rotation that I needed. I didn't specifically look at the rotation spec, my fault, but it's only 30 degrees. Even using a TV that's at the very low end of the size spec, this is a pretty low value, and it would be nice to find different models of mounts that feature different specs for different needs. This one is touted to be super slim, and indeed it is, which I needed due to placement in a walkway to a door. Going for this feature sacrificed rotation evidently. The feature of moving laterally is nice, but of dubious value except in very specific circumstances.The other specs of 10 degree tilt, seems to be about actual performance, but the extension from wall value is spec'ed at 10, but was actually 14. The tilt mechanism was the only poor performer. Even with the tension completely released, the sider binds at about 75 tilt. Adding a light coat of lithium grease didn't help. It will achieve full tilt with a firmer jiggle, but it really should be smooth as silk.One outstanding feature is a heavy paper (vinyl coated) template for marking the wall. Many time companies provide newspaper weight templates, which are not stiff enough to get a reliable mark. This template is also dead on for hole location.All the other aspects of the mount are excellent. I have no doubt it would hold full value of weight specified, and is constructed with no corners cut on quality. The instructions are good, and the installation process is well documented with illustrations and correct. The only thing that could be better for installation is the screw selection provided. Two different lengths of M4, M6 and M8 screws are provided for attaching the rails to the TV, depending on how the back of your TV is constructed. For my TV, the M6 14mm was way to short with a short spacer, and not quite long enough with the 40mm and a long spacer. For my TV, something in between 14 and 40 would allow more threads engaged in the TV.So bottom line is that it's almost perfect for what the specs are, but it would be nice if Sanus would provide all mounts that would fit rather than just one.Kudos to Amazon as well. The price dropped from 249 to 199 two days after my order. One call of 2 minutes resulted in the credit of 50.",4.0,461,0.1666433239962652,0,15,1,0.21667833800186742,-0.03199626021367363,-1
"Six months ago my FH and I bought a Panasonic Viera 58"" LCD TV. We also bought this wall mount to hold it up. We happily took it home, set it up, and for six months, enjoyed the TV without a care in the world -- Until this morning. We were in the kitchen making breakfast when we heard a crash from the living room, and ran in to find the wall mount had FALLEN OUT OF THE WALL. I double checked that we had had it in studs with our stud finder (just like I did when I installed it), and found that the back panel had bent up. When I lifted the tv to move it, i saw that it was COVERED in spiderweb cracks. I am so, so, upset right now. This piece of trash has cost me ~1200$ or more to get a new tv.",1.0,149,0.3174397031539889,0,16,13,0.4587198515769944,-0.039412900032722464,-1
"Ive heard quite a few Bluetooth speakers. Some better than others, but one thing they all lacked was good Bass output. Well that has been more than solved here. But its not just about Bass here. The overall sound quality is outstanding. And while were talking about how great it is how about full Alexa control built in as well? YUP... that too. Connectivity to Pandora, iHeart, Spotify, another others as well ensure you will get plenty of choices when it comes to music. In the box is the of course the BT speaker, power adapter, USB cable, quick start guide, and in my case I got the charging dock as well for free. Im not sure but this might be a Best Buy thing. The speaker itself is a nice graphite color that should match most home entertainment set ups. There is also a Blue one if you want something a little more blingier (probably not a word, but you get what I mean). It weighs almost 3 pounds which I assume is because the speaker has some decent drivers to get that the incredible Bass it puts out. Set up is fairly easy. Just download the Ultimate ears app from your devices app store, log into your Amazon account, turn speaker on and follow the instructions to get the speaker and Alexa features all set up. You can also use manual set up via long pressing the power button for pairing to your chosen device. As stated before one of the coolest features this has over some other BT speakers is voice control. So in addition to a Bass rocking speaker you can use it for all sorts off voice commands. Weather updates, play/ pause music, etc. And to top all of this off it is IP67 Waterproof for up to 30 minutes in 3' of water. Accidentally drop it in your tub while having a relaxing bath, kicked into your pool while playing poolside. No problem. The initial charge can take up to 3 hours and is rated for up to 16 hours. So a full day should be no problem at all. And if you have the dock as well just keep it on the dock and never have to worry about charging it. All day music with Alexa their anytime you need it. This is by far the best sounding, and most feature rich Bluetooth speaker I have ever heard. And will be recommending it to anyone looking for a nice gift this Holiday season. The name “Ultimate” is definitely deserved here!! It is the Ultimate Bluetooth Wi-Fi speaker for sure.",5.0,436,0.2630081300813008,2,9,1,0.3684959349593496,-0.05178203539982962,-1
"I have been completely blown away by the performance of this new Megablast portable speaker by Ultimate Ears. I currently own a Boom speaker, which is a previous generation of portable speaker from Ultimate Ears, and this Megablast speaker is a vast improvement in every way. The Megablast looks fairly similar in style to the Boom, with the same cylindrical shape and rubbery feel to the buttons. It is much larger than the Boom. It is advertised as waterproof and this held true when it was tested in a bathtub. This makes it great for outdoor situations, especially for the pool, boat, or camping. The Megablast has far-field voice recognition, reacting to my voice commands from very far away, inside and outside. It can connect either via Wi-Fi or Bluetooth. It is compatible with Alexa Voice which allows it respond to all of the typical Alexa questions and commands. The speaker currently works with Amazon Music, iHeartRadio, TuneIn (through the Alexa App). Via Bluetooth, you can connect to your phone and play music from the various music services that are out there. There is a free Ultimate Ears app that will need to be downloaded to your phone which walks the user through connecting the speaker and logging in to Amazon and other music services. The speaker does come with a D-ring, Micro USB cord, and power adapter. I also obtained the Ultimate Ears Power Up charging dock which works nicely with the speaker. The Power Up charging dock works with both Megablast and Blast speakers, but not the previous generation of speakers like the Boom. For me, a single charge lasted about fifteen hours. Now about the sound: it is amazing and comes out in all directions. Compared to my old Boom, music sounds more full and rich, even at loud volume levels. The improvement in the bass is the most noticeable. Music has real weight to it that you just don't hear with other portable speakers thanks to the improved bass drivers. The highs, the mid-range, and the lows just sound so good. I have really enjoyed using the Megablast. It is easy to use, has quality sound, and allows me to use Alexa. If you are looking for a quality portable speaker, I highly recommend the Ultimate Ears Megablast.",5.0,382,0.17585040885040887,0,6,1,0.41207479557479554,-0.02148679017910693,-1
"I have tried out a bunch of bluetooth speakers over time. As just a speaker this one is pretty good quality. As far as taking the place of my Alexa it is not up to mustard.Get it for a quality portable speaker, and use the Amazon features just as a bonus.The speaker was easy to get started out of the box. Mine also came with a wireless charging pad (great feature to add to the purchase). It connected easy with my phone to play music etc. I had issues getting Alexa up and running at first but that may have been a wifi connection issue. You will be required to use the app for the speaker to connect. The connection is good, and sound quality is good. One thing I noticed with this brand of speaker before (and this one) the volume up/down controls are slow to respond and lead to over-adjusting the volume before it catches up. This is because it's controlling the phone/device volume it's connected to wirelessly and I guess there's a lag. There are only 4 buttons, volume up, down, power, and sync. All self explanatory. The speaker is a little heavy, so while portable, you probably don't want to carry it around. I suggest taking it where you want and sitting in on a table.The charging pad is great. You simply need to replace the screw in hook on the bottom of the speaker with a metal one provided with the base. Then you plug in the base w/ provided cord from the speaker (micro USB). Just sit the speaker on top of the prongs on the base and it charges wirelessly and automatically (also it will turn on automatically, so if you don't want it on you'll have to turn it back off) The only other items to check are the Alexa features. I already have one so if you do too, make sure you keep them in separate rooms. Otherwise they will both play the same thing at the same time when you activate them. The main difference I notice with this speaker Alexa ability vs my original one, is this is a speaker first, so it is connecting to a device to play music from there primarily. When I tried to access online amazon stations it would not do so and would pull from my Google Play phone radio stations instead. This may be an issue with my Amazon music account that doesn't allow additional devices without changing plans. So if you want full function and this is not your only Amazon Alexa device you may have to change your account/plan settings to add a speaker. If this is your only Alexa device then it may work as expected.Size and shape it is about the same as my Amazon Alexa in size/shape and weight. There is no volume spin control, only up/down buttons.Great speaker, okay Alexa, volume adjustments could be a little more responsive.",3.0,492,0.1423789173789174,0,9,1,0.028810541310541282,-0.05787967830556773,-1
"MegablastSetup:I encountered firmware update issues during setup - so I had to continue setup & go back to update (took a few times, then was finally successful).Usage / Buttons:You have to be dead center on the large buttons. At the top of the 'volume down' - it feels like you're hitting a button (feels springy), but you're not - you have to go lower and the volume will decrease. The 'volume up' will accept a lower press to raise the volume. Unlike my $99 Wonderboom, you can't pair more of these speakers that are ~3x the price for a better surround sound. Say whaaat?The sound is a typical UE sound - it's really clean & bassy. It's heavy, but it's grippy & portable - I dig it. It has its own independent sound control - so, raising / lowering volume doesn't change the phone's volume as some devices do (which is where you run into the volume being too low - or just a bit too loud). I've had this before & it's nice that the Megablast is not following that example. Charging the unit appears to make you put it on its side to get to the connector and there's no way it'll be able to stand once you hook up the USB cable. Enter the ""POWER UP"" charging dock - which gives you a replacement nut at the bottom allowing standing charging & use. It's an extra $40 or so, but is worth it, should you really use this a ton & don't want the aggravation.Bluetooth Usage:If you're streaming via bluetooth and ask Alexa a question, it kills the bluetooth connection & doesn't auto-reconnect to continue playing.There are Bluetooth reconnect issues too - I use a few BT devices, even a UE Wonderboom, so it's not my first rodeo. If I disconnect from those, I can reconnect without issue. With this Megablast, sometimes I have to cycle Bluetooth on my phone & then it works. And I'll hear some static during the reconnect too, which is odd. ""Alexa"" Features:Voice recognition is 4/5 times successful for acknowledging that it heard me. Via the UE App, you can toggle the 'microphone off' - so it's not always listening (small red light appears on the top at the bluetooth button). There is no tone to let you know it has heard the wake word (it should be an option at least), but the top light blinks.It can't tell how much battery remains: ""I don't have a battery.""As of Mid-November 2017, there was no Pandora integration yet - though it responds like it's getting my station - but voices an error. There must be an update coming soon (fingers crossed!).It doesn't work well with Amazon Prime Music. It says it's going to shuffle my collection, but it pauses for a long time and then only sometimes starts playing, then cuts out.Smart-ish Home Thoughts ... I could control my HUE lights via room names & the ever finicky Harmony Hub without issue, just as my Tap does - no issues seen here. So, the recommendation is a ""yes"" for the sound - you just need to be patient & hope that these 'smart' quirks get worked out soon.",4.0,535,0.16902998236331573,1,16,1,0.2154850088183422,-0.07979812172431455,-1
